date,state,prison_name,prison_population,male_prisoners,female_prisoners,young_prisoners,middle_prisoners,old_prisoners,drug_crimes,violent_crimes,property_crimes,other_crimes
2022-06-30,Perak,Taiping Prison,2174,2047,127,997,883,294,1275,306,296,297
2022-06-30,Perak,Tapah Prison,1521,1432,89,697,618,206,892,214,207,208
2022-06-30,Perak,Kamunting Detention Centre,653,614,39,299,265,89,383,92,89,89
2022-06-30,Kedah,Pokok Sena Prison,1081,1017,64,495,439,147,634,152,147,148
2022-06-30,Kedah,Sungai Petani Prison,976,919,57,447,396,133,572,137,133,134
2022-06-30,Kedah,Alor Star Prison,1204,1133,71,552,489,163,706,169,164,165
2022-06-30,Pahang,Bentong Prison,1301,1225,76,596,528,177,763,183,177,178
2022-06-30,Pahang,Penor Prison,1416,1333,83,649,575,192,830,199,193,194
2022-06-30,Penang,Penang Prison,864,813,51,396,351,117,506,121,118,119
2022-06-30,Penang,Seberang Prai Prison,766,721,45,351,311,104,449,107,104,106
2022-06-30,Melaka,Ayer Keroh Prison,337,317,20,154,136,47,197,47,46,47
2022-06-30,Melaka,Sungai Udang Prison,321,302,19,147,130,44,188,45,43,45
2022-06-30,Melaka,Banda Hilir Prison,429,403,26,196,174,59,251,60,58,60
2022-06-30,Negeri Sembilan,Seremban Prison,408,384,24,187,165,56,239,57,55,57
2022-06-30,Negeri Sembilan,Jelebu Prison,407,383,24,186,165,56,238,57,55,57
2022-06-30,Kelantan,Pengkalan Chepa Prison,271,255,16,124,110,37,159,38,37,37
2022-06-30,Terengganu,Marang Prison,271,255,16,124,110,37,159,38,37,37
2022-07-31,Selangor,Sungai Buloh Prison,8857,8218,639,4356,3463,1038,5381,1522,1269,685
2022-07-31,Selangor,Kajang Prison,3690,3423,267,1814,1442,434,2242,634,528,286
2022-07-31,Selangor,Kajang Women's Prison,2216,0,2216,1089,866,261,1346,380,317,173
2022-07-31,Sarawak,Puncak Borneo Prison,1603,1487,116,788,626,189,973,275,229,126
2022-07-31,Sarawak,Sibu Prison,1668,1547,121,820,652,196,1013,286,239,130
2022-07-31,Sarawak,Miri Prison,1661,1541,120,816,649,196,1009,285,238,129
2022-07-31,Sarawak,Bintulu Prison,1675,1554,121,823,654,198,1017,287,240,131
2022-07-31,Sarawak,Sri Aman Prison,1355,1257,98,666,529,160,823,232,194,106
2022-07-31,Sarawak,Limbang Prison,1528,1417,111,751,597,180,928,262,219,119
2022-07-31,Johor,Simpang Renggam Prison,4482,4158,324,2204,1752,526,2723,770,642,347
2022-07-31,Johor,Kluang Prison,3954,3668,286,1944,1546,464,2402,679,566,307
2022-07-31,Sabah,Kota Kinabalu Prison,1762,1634,128,866,688,208,1070,302,252,138
2022-07-31,Sabah,Kota Kinabalu Women's Prison,1420,0,1420,698,555,167,862,244,203,111
2022-07-31,Sabah,Tawau Prison,1533,1422,111,754,599,180,931,263,219,120
2022-07-31,Sabah,Sandakan Prison,1612,1495,117,792,630,190,979,277,231,125
2022-07-31,Perak,Taiping Prison,2109,1956,153,1037,824,248,1281,362,302,164
2022-07-31,Perak,Tapah Prison,1476,1369,107,725,577,174,896,253,211,116
2022-07-31,Perak,Kamunting Detention Centre,633,587,46,311,247,75,384,108,90,51
2022-07-31,Kedah,Pokok Sena Prison,967,897,70,475,378,114,587,166,138,76
2022-07-31,Kedah,Sungai Petani Prison,1046,970,76,514,408,124,635,179,149,83
2022-07-31,Kedah,Alor Star Prison,1150,1067,83,565,449,136,698,197,164,91
2022-07-31,Pahang,Bentong Prison,1274,1182,92,626,498,150,774,218,182,100
2022-07-31,Pahang,Penor Prison,1362,1263,99,669,532,161,827,234,195,106
2022-07-31,Penang,Penang Prison,765,709,56,376,299,90,464,131,109,61
2022-07-31,Penang,Seberang Prai Prison,816,757,59,401,319,96,495,140,116,65
2022-07-31,Melaka,Ayer Keroh Prison,363,336,27,178,141,44,220,62,52,29
2022-07-31,Melaka,Sungai Udang Prison,385,357,28,189,150,46,233,66,55,31
2022-07-31,Melaka,Banda Hilir Prison,306,283,23,150,119,37,185,52,43,26
2022-07-31,Negeri Sembilan,Seremban Prison,443,411,32,217,173,53,269,76,63,35
2022-07-31,Negeri Sembilan,Jelebu Prison,347,321,26,170,135,42,210,59,49,29
2022-07-31,Kelantan,Pengkalan Chepa Prison,263,244,19,129,102,32,159,45,37,22
2022-07-31,Terengganu,Marang Prison,263,244,19,129,102,32,159,45,37,22
2022-08-31,Selangor,Sungai Buloh Prison,8935,8265,670,4263,3458,1214,5286,1499,1197,953
2022-08-31,Selangor,Kajang Prison,3723,3444,279,1776,1441,506,2202,624,498,399
2022-08-31,Selangor,Kajang Women's Prison,2235,0,2235,1066,865,304,1322,374,299,240
2022-08-31,Sarawak,Puncak Borneo Prison,2175,2012,163,1037,841,297,1286,364,291,234
2022-08-31,Sarawak,Sibu Prison,2052,1898,154,979,794,279,1214,344,274,220
2022-08-31,Sarawak,Miri Prison,1249,1155,94,595,483,171,738,209,167,135
2022-08-31,Sarawak,Bintulu Prison,963,890,73,459,372,132,569,161,129,104
2022-08-31,Sarawak,Sri Aman Prison,2170,2007,163,1035,839,296,1283,364,290,233
2022-08-31,Sarawak,Limbang Prison,965,892,73,460,373,132,570,161,129,105
2022-08-31,Johor,Simpang Renggam Prison,4587,4243,344,2188,1775,624,2713,769,614,491
2022-08-31,Johor,Kluang Prison,3923,3629,294,1871,1518,534,2321,658,525,419
2022-08-31,Sabah,Kota Kinabalu Prison,2338,2162,176,1115,904,319,1383,392,313,250
2022-08-31,Sabah,Kota Kinabalu Women's Prison,1796,0,1796,856,695,245,1062,301,240,193
2022-08-31,Sabah,Tawau Prison,1191,1101,90,568,461,162,704,199,159,129
2022-08-31,Sabah,Sandakan Prison,1057,977,80,504,409,144,625,177,141,114
2022-08-31,Perak,Taiping Prison,2127,1967,160,1014,823,290,1258,356,284,229
2022-08-31,Perak,Tapah Prison,1489,1377,112,710,576,203,880,249,199,161
2022-08-31,Perak,Kamunting Detention Centre,639,591,48,304,247,88,378,107,85,69
2022-08-31,Kedah,Pokok Sena Prison,844,780,64,402,326,116,499,141,113,91
2022-08-31,Kedah,Sungai Petani Prison,1189,1099,90,567,460,162,703,199,159,128
2022-08-31,Kedah,Alor Star Prison,1158,1071,87,552,448,158,685,194,155,124
2022-08-31,Pahang,Bentong Prison,1411,1305,106,673,546,192,834,236,189,152
2022-08-31,Pahang,Penor Prison,1248,1154,94,595,483,170,738,209,167,134
2022-08-31,Penang,Penang Prison,821,759,62,391,317,113,485,137,110,89
2022-08-31,Penang,Seberang Prai Prison,774,716,58,369,299,106,457,129,103,85
2022-08-31,Melaka,Ayer Keroh Prison,361,333,28,172,139,50,213,60,48,40
2022-08-31,Melaka,Sungai Udang Prison,266,246,20,126,102,38,157,44,35,30
2022-08-31,Melaka,Banda Hilir Prison,436,403,33,208,168,60,257,73,58,48
2022-08-31,Negeri Sembilan,Seremban Prison,437,404,33,208,169,60,258,73,58,48
2022-08-31,Negeri Sembilan,Jelebu Prison,360,333,27,171,139,50,212,60,48,40
2022-08-31,Kelantan,Pengkalan Chepa Prison,265,245,20,126,102,37,156,44,35,30
2022-08-31,Terengganu,Marang Prison,265,245,20,126,102,37,156,44,35,30
2022-09-30,Selangor,Sungai Buloh Prison,8650,7918,732,4260,3640,750,4924,1497,1187,1042
2022-09-30,Selangor,Kajang Prison,3604,3299,305,1775,1516,313,2051,623,494,436
2022-09-30,Selangor,Kajang Women's Prison,2163,0,2163,1065,910,188,1231,374,297,261
2022-09-30,Sarawak,Puncak Borneo Prison,1437,1315,122,707,604,126,818,248,197,174
2022-09-30,Sarawak,Sibu Prison,1758,1609,149,865,739,154,1000,304,241,213
2022-09-30,Sarawak,Miri Prison,2068,1893,175,1018,870,180,1177,357,283,251
2022-09-30,Sarawak,Bintulu Prison,1837,1681,156,904,773,160,1045,317,252,223
2022-09-30,Sarawak,Sri Aman Prison,1082,990,92,532,455,95,615,187,148,132
2022-09-30,Sarawak,Limbang Prison,1086,994,92,534,457,95,618,187,149,132
2022-09-30,Johor,Simpang Renggam Prison,4098,3751,347,2018,1724,356,2332,709,562,495
2022-09-30,Johor,Kluang Prison,4140,3790,350,2039,1742,359,2356,716,568,500
2022-09-30,Sabah,Kota Kinabalu Prison,1754,1605,149,863,738,153,998,303,240,213
2022-09-30,Sabah,Kota Kinabalu Women's Prison,1881,0,1881,926,791,164,1070,325,258,228
2022-09-30,Sabah,Tawau Prison,945,865,80,465,397,83,537,163,129,116
2022-09-30,Sabah,Sandakan Prison,1599,1463,136,787,673,139,910,276,219,194
2022-09-30,Perak,Taiping Prison,2059,1884,175,1014,866,179,1172,356,282,249
2022-09-30,Perak,Tapah Prison,1441,1319,122,709,606,126,820,249,197,175
2022-09-30,Perak,Kamunting Detention Centre,619,566,53,304,260,55,352,107,85,75
2022-09-30,Kedah,Pokok Sena Prison,1248,1142,106,614,525,109,710,216,171,151
2022-09-30,Kedah,Sungai Petani Prison,801,733,68,394,337,70,455,138,109,99
2022-09-30,Kedah,Alor Star Prison,1040,952,88,512,437,91,592,180,142,126
2022-09-30,Pahang,Bentong Prison,1389,1271,118,684,584,121,790,240,190,169
2022-09-30,Pahang,Penor Prison,1185,1084,101,583,498,104,674,205,162,144
2022-09-30,Penang,Penang Prison,659,603,56,324,277,58,375,114,90,80
2022-09-30,Penang,Seberang Prai Prison,885,810,75,435,372,78,503,153,121,108
2022-09-30,Melaka,Ayer Keroh Prison,352,322,30,173,148,31,200,60,48,44
2022-09-30,Melaka,Sungai Udang Prison,310,283,27,152,130,28,176,53,42,39
2022-09-30,Melaka,Banda Hilir Prison,367,335,32,180,154,33,208,63,50,46
2022-09-30,Negeri Sembilan,Seremban Prison,416,380,36,204,175,37,236,72,57,51
2022-09-30,Negeri Sembilan,Jelebu Prison,356,325,31,175,149,32,202,61,48,45
2022-09-30,Kelantan,Pengkalan Chepa Prison,257,235,22,126,108,23,146,44,35,32
2022-09-30,Terengganu,Marang Prison,257,235,22,126,108,23,146,44,35,32
2022-10-31,Selangor,Sungai Buloh Prison,8589,8060,529,4327,3329,933,4621,1414,1268,1286
2022-10-31,Selangor,Kajang Prison,3579,3358,221,1803,1387,389,1925,589,528,537
2022-10-31,Selangor,Kajang Women's Prison,2148,0,2148,1082,832,234,1155,353,317,323
2022-10-31,Sarawak,Puncak Borneo Prison,2039,1913,126,1027,790,222,1097,335,301,306
2022-10-31,Sarawak,Sibu Prison,1530,1435,95,770,593,167,823,251,225,231
2022-10-31,Sarawak,Miri Prison,1978,1856,122,996,766,216,1064,325,292,297
2022-10-31,Sarawak,Bintulu Prison,1067,1001,66,537,413,117,574,175,157,161
2022-10-31,Sarawak,Sri Aman Prison,1108,1039,69,558,429,121,596,182,163,167
2022-10-31,Sarawak,Limbang Prison,1481,1389,92,746,574,161,796,243,218,224
2022-10-31,Johor,Simpang Renggam Prison,3975,3730,245,2002,1541,432,2138,654,586,597
2022-10-31,Johor,Kluang Prison,4205,3946,259,2118,1630,457,2262,692,620,631
2022-10-31,Sabah,Kota Kinabalu Prison,1568,1471,97,790,607,171,843,258,231,236
2022-10-31,Sabah,Kota Kinabalu Women's Prison,1534,0,1534,772,594,168,825,252,226,231
2022-10-31,Sabah,Tawau Prison,1502,1409,93,756,582,164,808,247,221,226
2022-10-31,Sabah,Sandakan Prison,1531,1436,95,771,593,167,823,252,226,230
2022-10-31,Perak,Taiping Prison,2045,1919,126,1030,792,223,1100,336,301,308
2022-10-31,Perak,Tapah Prison,1431,1342,89,721,554,156,769,235,211,216
2022-10-31,Perak,Kamunting Detention Centre,614,576,38,309,238,67,330,101,90,93
2022-10-31,Kedah,Pokok Sena Prison,725,680,45,365,281,79,390,119,107,109
2022-10-31,Kedah,Sungai Petani Prison,1051,986,65,529,407,115,565,173,155,158
2022-10-31,Kedah,Alor Star Prison,1291,1211,80,650,500,141,694,212,190,195
2022-10-31,Pahang,Bentong Prison,1241,1164,77,625,481,135,667,204,183,187
2022-10-31,Pahang,Penor Prison,1315,1234,81,662,509,144,707,216,194,198
2022-10-31,Penang,Penang Prison,751,704,47,378,291,82,404,123,110,114
2022-10-31,Penang,Seberang Prai Prison,782,733,49,394,303,85,420,128,115,119
2022-10-31,Melaka,Ayer Keroh Prison,321,301,20,161,124,36,172,52,47,50
2022-10-31,Melaka,Sungai Udang Prison,345,323,22,173,133,39,185,56,50,54
2022-10-31,Melaka,Banda Hilir Prison,356,334,22,179,138,39,191,58,52,55
2022-10-31,Negeri Sembilan,Seremban Prison,456,427,29,229,176,51,245,75,67,69
2022-10-31,Negeri Sembilan,Jelebu Prison,310,290,20,156,120,34,166,51,45,48
2022-10-31,Kelantan,Pengkalan Chepa Prison,255,239,16,128,98,29,137,41,37,40
2022-10-31,Terengganu,Marang Prison,255,239,16,128,98,29,137,41,37,40
2022-11-30,Selangor,Sungai Buloh Prison,8918,8339,579,4362,3670,886,5019,1340,1391,1168
2022-11-30,Selangor,Kajang Prison,3716,3474,242,1817,1529,370,2091,558,579,488
2022-11-30,Selangor,Kajang Women's Prison,2230,0,2230,1090,917,223,1255,335,348,292
2022-11-30,Sarawak,Puncak Borneo Prison,2711,2535,176,1326,1115,270,1525,407,423,356
2022-11-30,Sarawak,Sibu Prison,1741,1627,114,851,716,174,979,261,271,230
2022-11-30,Sarawak,Miri Prison,905,846,59,442,372,91,509,136,141,119
2022-11-30,Sarawak,Bintulu Prison,1901,1777,124,929,782,190,1069,285,296,251
2022-11-30,Sarawak,Sri Aman Prison,1455,1360,95,711,598,146,818,218,227,192
2022-11-30,Sarawak,Limbang Prison,843,788,55,412,346,85,474,126,131,112
2022-11-30,Johor,Simpang Renggam Prison,4200,3927,273,2054,1728,418,2364,631,655,550
2022-11-30,Johor,Kluang Prison,4294,4015,279,2100,1767,427,2416,645,670,563
2022-11-30,Sabah,Kota Kinabalu Prison,1612,1507,105,788,663,161,907,242,251,212
2022-11-30,Sabah,Kota Kinabalu Women's Prison,1683,0,1683,823,692,168,947,252,262,222
2022-11-30,Sabah,Tawau Prison,1245,1164,81,609,512,124,700,187,194,164
2022-11-30,Sabah,Sandakan Prison,1830,1711,119,895,753,182,1030,275,285,240
2022-11-30,Perak,Taiping Prison,2123,1985,138,1038,873,212,1194,319,331,279
2022-11-30,Perak,Tapah Prison,1486,1389,97,726,611,149,836,223,231,196
2022-11-30,Perak,Kamunting Detention Centre,638,596,42,312,262,64,359,95,99,85
2022-11-30,Kedah,Pokok Sena Prison,1063,993,70,520,437,106,598,159,165,141
2022-11-30,Kedah,Sungai Petani Prison,1029,962,67,503,423,103,579,154,160,136
2022-11-30,Kedah,Alor Star Prison,1093,1022,71,534,449,110,615,164,170,144
2022-11-30,Pahang,Bentong Prison,1339,1252,87,655,551,133,753,201,208,177
2022-11-30,Pahang,Penor Prison,1315,1229,86,643,541,131,740,197,205,173
2022-11-30,Penang,Penang Prison,719,672,47,351,295,73,404,108,112,95
2022-11-30,Penang,Seberang Prai Prison,873,816,57,427,359,87,491,131,136,115
2022-11-30,Melaka,Ayer Keroh Prison,406,379,27,198,167,41,228,61,63,54
2022-11-30,Melaka,Sungai Udang Prison,340,317,23,166,139,35,191,51,53,45
2022-11-30,Melaka,Banda Hilir Prison,315,294,21,154,129,32,177,47,49,42
2022-11-30,Negeri Sembilan,Seremban Prison,369,345,24,180,151,38,207,55,57,50
2022-11-30,Negeri Sembilan,Jelebu Prison,427,399,28,208,175,44,240,64,66,57
2022-11-30,Kelantan,Pengkalan Chepa Prison,265,247,18,129,109,27,149,39,41,36
2022-11-30,Terengganu,Marang Prison,265,247,18,129,109,27,149,39,41,36
2022-12-31,Selangor,Sungai Buloh Prison,8789,8222,567,4103,3363,1323,5168,1482,1225,914
2022-12-31,Selangor,Kajang Prison,3662,3425,237,1709,1401,552,2153,617,510,382
2022-12-31,Selangor,Kajang Women's Prison,2198,0,2198,1026,841,331,1292,370,306,230
2022-12-31,Sarawak,Puncak Borneo Prison,1482,1386,96,691,567,224,871,249,206,156
2022-12-31,Sarawak,Sibu Prison,1572,1470,102,733,601,238,924,265,219,164
2022-12-31,Sarawak,Miri Prison,1325,1239,86,618,507,200,779,223,184,139
2022-12-31,Sarawak,Bintulu Prison,2074,1940,134,968,793,313,1219,349,289,217
2022-12-31,Sarawak,Sri Aman Prison,1412,1320,92,659,540,213,830,238,196,148
2022-12-31,Sarawak,Limbang Prison,1552,1451,101,724,593,235,912,261,216,163
2022-12-31,Johor,Simpang Renggam Prison,4126,3859,267,1926,1578,622,2426,695,575,430
2022-12-31,Johor,Kluang Prison,4244,3970,274,1981,1623,640,2495,715,591,443
2022-12-31,Sabah,Kota Kinabalu Prison,1717,1606,111,801,657,259,1009,289,239,180
2022-12-31,Sabah,Kota Kinabalu Women's Prison,969,0,969,452,370,147,569,163,135,102
2022-12-31,Sabah,Tawau Prison,1537,1437,100,717,588,232,903,259,214,161
2022-12-31,Sabah,Sandakan Prison,2055,1922,133,959,786,310,1208,346,286,215
2022-12-31,Perak,Taiping Prison,2092,1957,135,976,800,316,1230,352,291,219
2022-12-31,Perak,Tapah Prison,1464,1369,95,683,560,221,860,246,204,154
2022-12-31,Perak,Kamunting Detention Centre,629,588,41,293,240,96,369,106,87,67
2022-12-31,Kedah,Pokok Sena Prison,914,855,59,426,349,139,537,154,127,96
2022-12-31,Kedah,Sungai Petani Prison,1019,953,66,475,389,155,599,171,142,107
2022-12-31,Kedah,Alor Star Prison,1206,1128,78,563,461,182,709,203,168,126
2022-12-31,Pahang,Bentong Prison,1334,1247,87,622,510,202,784,225,185,140
2022-12-31,Pahang,Penor Prison,1281,1198,83,598,490,193,753,216,178,134
2022-12-31,Penang,Penang Prison,814,761,53,380,311,123,478,137,113,86
2022-12-31,Penang,Seberang Prai Prison,755,706,49,352,288,115,443,127,105,80
2022-12-31,Melaka,Ayer Keroh Prison,327,305,22,152,125,50,192,55,45,35
2022-12-31,Melaka,Sungai Udang Prison,353,330,23,164,135,54,207,59,49,38
2022-12-31,Melaka,Banda Hilir Prison,366,342,24,170,140,56,215,61,51,39
2022-12-31,Negeri Sembilan,Seremban Prison,370,346,24,172,141,57,217,62,51,40
2022-12-31,Negeri Sembilan,Jelebu Prison,414,387,27,193,158,63,243,69,57,45
2022-12-31,Kelantan,Pengkalan Chepa Prison,261,244,17,121,99,41,153,44,36,28
2022-12-31,Terengganu,Marang Prison,261,244,17,121,99,41,153,44,36,28
2023-01-31,Selangor,Sungai Buloh Prison,9106,8546,560,4472,3566,1068,4923,1555,1292,1336
2023-01-31,Selangor,Kajang Prison,3794,3561,233,1863,1486,445,2051,648,538,557
2023-01-31,Selangor,Kajang Women's Prison,2277,0,2277,1118,891,268,1231,388,323,335
2023-01-31,Sarawak,Puncak Borneo Prison,2247,2109,138,1103,880,264,1214,383,318,332
2023-01-31,Sarawak,Sibu Prison,1161,1089,72,570,454,137,627,198,164,172
2023-01-31,Sarawak,Miri Prison,1545,1450,95,758,605,182,835,263,219,228
2023-01-31,Sarawak,Bintulu Prison,2021,1896,125,992,791,238,1092,345,286,298
2023-01-31,Sarawak,Sri Aman Prison,1669,1566,103,819,653,197,902,285,236,246
2023-01-31,Sarawak,Limbang Prison,1114,1045,69,547,436,131,602,190,158,164
2023-01-31,Johor,Simpang Renggam Prison,4107,3854,253,2017,1608,482,2220,701,582,604
2023-01-31,Johor,Kluang Prison,4566,4285,281,2242,1788,536,2468,780,648,670
2023-01-31,Sabah,Kota Kinabalu Prison,1528,1434,94,750,598,180,826,261,216,225
2023-01-31,Sabah,Kota Kinabalu Women's Prison,1419,0,1419,696,555,168,767,242,201,209
2023-01-31,Sabah,Tawau Prison,1959,1838,121,962,767,230,1059,334,278,288
2023-01-31,Sabah,Sandakan Prison,1598,1499,99,784,625,189,863,272,226,237
2023-01-31,Perak,Taiping Prison,2168,2034,134,1064,849,255,1172,370,307,319
2023-01-31,Perak,Tapah Prison,1517,1423,94,745,594,178,820,259,215,223
2023-01-31,Perak,Kamunting Detention Centre,651,611,40,319,254,78,351,111,92,97
2023-01-31,Kedah,Pokok Sena Prison,1136,1066,70,557,444,135,614,194,161,167
2023-01-31,Kedah,Sungai Petani Prison,945,886,59,464,370,111,510,161,134,140
2023-01-31,Kedah,Alor Star Prison,1171,1099,72,575,458,138,633,200,166,172
2023-01-31,Pahang,Bentong Prison,1365,1281,84,670,534,161,737,233,193,202
2023-01-31,Pahang,Penor Prison,1345,1262,83,660,526,159,727,229,190,199
2023-01-31,Penang,Penang Prison,783,734,49,384,306,93,423,133,111,116
2023-01-31,Penang,Seberang Prai Prison,843,791,52,414,330,99,455,144,119,125
2023-01-31,Melaka,Ayer Keroh Prison,399,374,25,195,156,48,215,68,56,60
2023-01-31,Melaka,Sungai Udang Prison,327,306,21,160,128,39,176,55,46,50
2023-01-31,Melaka,Banda Hilir Prison,358,336,22,175,140,43,193,61,50,54
2023-01-31,Negeri Sembilan,Seremban Prison,392,367,25,192,153,47,211,66,55,60
2023-01-31,Negeri Sembilan,Jelebu Prison,421,395,26,206,164,51,227,71,59,64
2023-01-31,Kelantan,Pengkalan Chepa Prison,271,254,17,133,106,32,146,46,38,41
2023-01-31,Terengganu,Marang Prison,271,254,17,133,106,32,146,46,38,41
2023-02-28,Selangor,Sungai Buloh Prison,9216,8587,629,4245,3481,1490,5546,1515,1296,859
2023-02-28,Selangor,Kajang Prison,3840,3578,262,1768,1450,622,2310,631,540,359
2023-02-28,Selangor,Kajang Women's Prison,2304,0,2304,1061,870,373,1386,378,324,216
2023-02-28,Sarawak,Puncak Borneo Prison,1369,1275,94,630,517,222,823,225,192,129
2023-02-28,Sarawak,Sibu Prison,2420,2254,166,1114,914,392,1456,398,340,226
2023-02-28,Sarawak,Miri Prison,1104,1028,76,508,417,179,664,181,155,104
2023-02-28,Sarawak,Bintulu Prison,1757,1637,120,809,663,285,1057,288,247,165
2023-02-28,Sarawak,Sri Aman Prison,2147,2000,147,989,811,347,1292,353,302,200
2023-02-28,Sarawak,Limbang Prison,1077,1003,74,496,406,175,648,177,151,101
2023-02-28,Johor,Simpang Renggam Prison,5213,4857,356,2401,1969,843,3137,857,733,486
2023-02-28,Johor,Kluang Prison,3564,3320,244,1641,1346,577,2144,586,501,333
2023-02-28,Sabah,Kota Kinabalu Prison,1457,1357,100,671,550,236,876,239,204,138
2023-02-28,Sabah,Kota Kinabalu Women's Prison,1294,0,1294,596,488,210,778,212,182,122
2023-02-28,Sabah,Tawau Prison,2205,2054,151,1015,832,358,1327,362,310,206
2023-02-28,Sabah,Sandakan Prison,1626,1515,111,749,614,263,978,267,228,153
2023-02-28,Perak,Taiping Prison,2194,2044,150,1010,828,356,1320,360,308,206
2023-02-28,Perak,Tapah Prison,1535,1430,105,707,579,249,923,252,215,145
2023-02-28,Perak,Kamunting Detention Centre,659,614,45,303,248,108,396,108,92,63
2023-02-28,Kedah,Pokok Sena Prison,1108,1032,76,510,418,180,666,182,155,105
2023-02-28,Kedah,Sungai Petani Prison,924,860,64,425,349,150,556,151,129,88
2023-02-28,Kedah,Alor Star Prison,1259,1173,86,579,475,205,757,207,177,118
2023-02-28,Pahang,Bentong Prison,1407,1311,96,648,531,228,846,231,197,133
2023-02-28,Pahang,Penor Prison,1335,1243,92,615,504,216,803,219,187,126
2023-02-28,Penang,Penang Prison,734,683,51,338,277,119,441,120,103,70
2023-02-28,Penang,Seberang Prai Prison,911,848,63,419,344,148,548,149,128,86
2023-02-28,Melaka,Ayer Keroh Prison,389,362,27,179,146,64,234,63,54,38
2023-02-28,Melaka,Sungai Udang Prison,392,365,27,180,148,64,235,64,55,38
2023-02-28,Melaka,Banda Hilir Prison,316,294,22,145,119,52,190,51,44,31
2023-02-28,Negeri Sembilan,Seremban Prison,359,334,25,165,135,59,216,59,50,34
2023-02-28,Negeri Sembilan,Jelebu Prison,463,431,32,213,174,76,278,76,65,44
2023-02-28,Kelantan,Pengkalan Chepa Prison,274,255,19,126,103,45,164,45,38,27
2023-02-28,Terengganu,Marang Prison,274,255,19,126,103,45,164,45,38,27
2023-03-31,Selangor,Sungai Buloh Prison,9412,8731,681,4181,3685,1546,5630,1752,1621,409
2023-03-31,Selangor,Kajang Prison,3921,3637,284,1742,1535,644,2345,729,675,172
2023-03-31,Selangor,Kajang Women's Prison,2354,0,2354,1045,921,388,1408,438,405,103
2023-03-31,Sarawak,Puncak Borneo Prison,1985,1841,144,881,777,327,1187,369,341,88
2023-03-31,Sarawak,Sibu Prison,1353,1255,98,601,529,223,809,251,233,60
2023-03-31,Sarawak,Miri Prison,1505,1396,109,668,589,248,900,280,259,66
2023-03-31,Sarawak,Bintulu Prison,1618,1501,117,718,633,267,967,301,278,72
2023-03-31,Sarawak,Sri Aman Prison,1629,1511,118,723,637,269,974,303,280,72
2023-03-31,Sarawak,Limbang Prison,1994,1849,145,885,780,329,1192,371,343,88
2023-03-31,Johor,Simpang Renggam Prison,4781,4435,346,2124,1872,785,2860,890,823,208
2023-03-31,Johor,Kluang Prison,4183,3880,303,1858,1638,687,2502,778,720,183
2023-03-31,Sabah,Kota Kinabalu Prison,1607,1490,117,713,629,265,961,299,276,71
2023-03-31,Sabah,Kota Kinabalu Women's Prison,2025,0,2025,899,793,333,1211,376,348,90
2023-03-31,Sabah,Tawau Prison,1663,1542,121,738,651,274,994,309,286,74
2023-03-31,Sabah,Sandakan Prison,1428,1324,104,634,559,235,854,265,245,64
2023-03-31,Perak,Taiping Prison,2241,2078,163,995,877,369,1340,417,385,99
2023-03-31,Perak,Tapah Prison,1568,1454,114,696,614,258,938,291,270,69
2023-03-31,Perak,Kamunting Detention Centre,673,624,49,299,263,111,402,125,115,31
2023-03-31,Kedah,Pokok Sena Prison,948,879,69,421,371,156,567,176,163,42
2023-03-31,Kedah,Sungai Petani Prison,1285,1192,93,570,503,212,768,239,221,57
2023-03-31,Kedah,Alor Star Prison,1128,1046,82,501,441,186,674,209,194,51
2023-03-31,Pahang,Bentong Prison,1599,1483,116,710,626,263,956,297,275,71
2023-03-31,Pahang,Penor Prison,1202,1115,87,534,470,198,719,223,207,53
2023-03-31,Penang,Penang Prison,827,767,60,367,323,137,494,153,142,38
2023-03-31,Penang,Seberang Prai Prison,853,791,62,378,334,141,510,158,146,39
2023-03-31,Melaka,Ayer Keroh Prison,358,332,26,159,140,59,214,66,61,17
2023-03-31,Melaka,Sungai Udang Prison,363,336,27,161,142,60,217,67,62,17
2023-03-31,Melaka,Banda Hilir Prison,399,370,29,177,156,66,238,74,68,19
2023-03-31,Negeri Sembilan,Seremban Prison,385,357,28,171,150,64,230,71,66,18
2023-03-31,Negeri Sembilan,Jelebu Prison,455,422,33,202,178,75,272,84,78,21
2023-03-31,Kelantan,Pengkalan Chepa Prison,280,259,21,124,109,47,167,52,48,13
2023-03-31,Terengganu,Marang Prison,280,259,21,124,109,47,167,52,48,13
2023-04-30,Selangor,Sungai Buloh Prison,9347,8836,511,4519,3661,1167,5431,1678,1242,996
2023-04-30,Selangor,Kajang Prison,3894,3681,213,1882,1525,487,2262,699,517,416
2023-04-30,Selangor,Kajang Women's Prison,2338,0,2338,1130,915,293,1358,419,310,251
2023-04-30,Sarawak,Puncak Borneo Prison,1593,1505,88,770,623,200,925,286,211,171
2023-04-30,Sarawak,Sibu Prison,1620,1531,89,783,634,203,941,290,215,174
2023-04-30,Sarawak,Miri Prison,1370,1295,75,662,536,172,796,245,182,147
2023-04-30,Sarawak,Bintulu Prison,1955,1848,107,945,765,245,1136,350,259,210
2023-04-30,Sarawak,Sri Aman Prison,1524,1440,84,736,596,192,885,273,202,164
2023-04-30,Sarawak,Limbang Prison,1953,1846,107,944,764,245,1134,350,259,210
2023-04-30,Johor,Simpang Renggam Prison,3990,3771,219,1929,1562,499,2318,716,530,426
